city,date,ts,time,expected_high_f,abs_error_f,actual_bucket_probability,modal_bucket,modal_probability,actual_inside_modal,raw_probability_sum
nyc,2026-03-05,1772654400,2026-03-04T20:00:00Z,43.0935960591133,2.9064039408866975,0.13300492610837442,43-44F,0.4088669950738916,False,1.015
nyc,2026-03-05,1772658000,2026-03-04T21:00:00Z,43.15151515151515,2.8484848484848513,0.13636363636363635,43-44F,0.40909090909090906,False,0.9900000000000001
nyc,2026-03-05,1772661600,2026-03-04T22:00:00Z,42.91836734693877,3.0816326530612272,0.09693877551020408,43-44F,0.4387755102040816,False,0.98
nyc,2026-03-05,1772665200,2026-03-04T23:00:00Z,42.895,3.104999999999997,0.095,43-44F,0.425,False,1.0
nyc,2026-03-05,1772668800,2026-03-05T00:00:00Z,42.66990291262136,3.3300970873786397,0.06310679611650485,43-44F,0.4223300970873786,False,1.03
nyc,2026-03-05,1772672400,2026-03-05T01:00:00Z,43.00480769230769,2.9951923076923066,0.07692307692307693,43-44F,0.4182692307692307,False,1.04
nyc,2026-03-05,1772676000,2026-03-05T02:00:00Z,43.28855721393035,2.7114427860696466,0.09452736318407962,43-44F,0.4477611940298508,False,1.005
nyc,2026-03-05,1772679600,2026-03-05T03:00:00Z,43.547872340425535,2.452127659574465,0.14361702127659576,43-44F,0.5691489361702128,False,0.9400000000000001
nyc,2026-03-05,1772683200,2026-03-05T04:00:00Z,45.2487684729064,0.7512315270936014,0.6502463054187192,45-46F,0.6502463054187192,True,1.0150000000000001
nyc,2026-03-05,1772686800,2026-03-05T05:00:00Z,45.90104166666667,0.0989583333333286,0.78125,45-46F,0.78125,True,0.96
nyc,2026-03-05,1772690400,2026-03-05T06:00:00Z,46.11165048543689,0.11165048543688982,0.6990291262135921,45-46F,0.6990291262135921,True,1.03
nyc,2026-03-05,1772694000,2026-03-05T07:00:00Z,45.8128078817734,0.18719211822659787,0.8226600985221675,45-46F,0.8226600985221675,True,1.015
nyc,2026-03-05,1772697600,2026-03-05T08:00:00Z,45.7780612244898,0.22193877551020336,0.846938775510204,45-46F,0.846938775510204,True,0.9800000000000001
nyc,2026-03-05,1772708400,2026-03-05T11:00:00Z,45.839285714285715,0.1607142857142847,0.8163265306122449,45-46F,0.8163265306122449,True,0.9800000000000001
nyc,2026-03-05,1772712000,2026-03-05T12:00:00Z,45.65714285714286,0.34285714285714164,0.8904761904761905,45-46F,0.8904761904761905,True,1.05
nyc,2026-03-05,1772715600,2026-03-05T13:00:00Z,45.59,0.4099999999999966,0.915,45-46F,0.915,True,1.0
nyc,2026-03-05,1772719200,2026-03-05T14:00:00Z,45.60386473429952,0.3961352657004795,0.9130434782608696,45-46F,0.9130434782608696,True,1.035
nyc,2026-03-05,1772722800,2026-03-05T15:00:00Z,45.669154228855724,0.3308457711442756,0.8756218905472638,45-46F,0.8756218905472638,True,1.005
nyc,2026-03-05,1772726400,2026-03-05T16:00:00Z,45.59285714285714,0.40714285714285836,0.919047619047619,45-46F,0.919047619047619,True,1.05
nyc,2026-03-05,1772730000,2026-03-05T17:00:00Z,45.5390243902439,0.4609756097560975,0.9414634146341464,45-46F,0.9414634146341464,True,1.025
nyc,2026-03-05,1772733600,2026-03-05T18:00:00Z,45.470588235294116,0.529411764705884,0.9754901960784313,45-46F,0.9754901960784313,True,1.02
nyc,2026-03-05,1772737200,2026-03-05T19:00:00Z,45.47029702970297,0.5297029702970306,0.9752475247524752,45-46F,0.9752475247524752,True,1.01
nyc,2026-03-05,1772740800,2026-03-05T20:00:00Z,45.48039215686275,0.5196078431372513,0.9705882352941176,45-46F,0.9705882352941176,True,1.02
nyc,2026-03-05,1772744400,2026-03-05T21:00:00Z,45.470588235294116,0.529411764705884,0.9754901960784313,45-46F,0.9754901960784313,True,1.02
nyc,2026-03-05,1772748000,2026-03-05T22:00:00Z,45.470588235294116,0.529411764705884,0.9754901960784313,45-46F,0.9754901960784313,True,1.02
nyc,2026-03-05,1772751600,2026-03-05T23:00:00Z,45.470588235294116,0.529411764705884,0.9754901960784313,45-46F,0.9754901960784313,True,1.02
nyc,2026-03-05,1772755200,2026-03-06T00:00:00Z,45.470588235294116,0.529411764705884,0.9754901960784313,45-46F,0.9754901960784313,True,1.02
nyc,2026-03-05,1772758800,2026-03-06T01:00:00Z,45.470588235294116,0.529411764705884,0.9754901960784313,45-46F,0.9754901960784313,True,1.02
nyc,2026-03-05,1772762400,2026-03-06T02:00:00Z,45.470588235294116,0.529411764705884,0.9754901960784313,45-46F,0.9754901960784313,True,1.02
nyc,2026-03-05,1772766000,2026-03-06T03:00:00Z,45.470588235294116,0.529411764705884,0.9754901960784313,45-46F,0.9754901960784313,True,1.02
nyc,2026-03-05,1772769600,2026-03-06T04:00:00Z,45.470588235294116,0.529411764705884,0.9754901960784313,45-46F,0.9754901960784313,True,1.02
nyc,2026-03-05,1772773200,2026-03-06T05:00:00Z,44.5,1.5,0.16666666666666666,<41F,0.16666666666666666,False,3.0
nyc,2026-03-06,1772726400,2026-03-05T16:00:00Z,42.36010362694301,1.3601036269430082,0.37823834196891193,41-42F,0.37823834196891193,True,0.965
nyc,2026-03-06,1772730000,2026-03-05T17:00:00Z,42.385714285714286,1.3857142857142861,0.3476190476190476,41-42F,0.3476190476190476,True,1.05
nyc,2026-03-06,1772733600,2026-03-05T18:00:00Z,42.41133004926108,1.4113300492610819,0.31034482758620685,41-42F,0.31034482758620685,True,1.0150000000000001
nyc,2026-03-06,1772737200,2026-03-05T19:00:00Z,42.48522167487684,1.4852216748768399,0.31034482758620685,41-42F,0.31034482758620685,True,1.0150000000000001
nyc,2026-03-06,1772740800,2026-03-05T20:00:00Z,42.52153110047847,1.5215311004784695,0.3492822966507177,41-42F,0.3492822966507177,True,1.045
nyc,2026-03-06,1772744400,2026-03-05T21:00:00Z,42.322429906542055,1.3224299065420553,0.35046728971962615,41-42F,0.35046728971962615,True,1.07
nyc,2026-03-06,1772748000,2026-03-05T22:00:00Z,42.5735294117647,1.573529411764703,0.3872549019607843,41-42F,0.3872549019607843,True,1.02
nyc,2026-03-06,1772751600,2026-03-05T23:00:00Z,42.351485148514854,1.351485148514854,0.42574257425742573,41-42F,0.42574257425742573,True,1.01
nyc,2026-03-06,1772755200,2026-03-06T00:00:00Z,42.45959595959596,1.4595959595959584,0.3787878787878788,41-42F,0.3787878787878788,True,0.99
